club_name,player_name,age,position,specific_position,club_involved_name,fee,type_operation,fee_cleaned,year,season
Al-Faisaly FC,Clayson,26,Forward,Left Winger,Without Club,transfer,transfer,1300000.0,2021,2021/2022
Al-Faisaly FC,Raphael Silva,26,Defence,Centre-Back,Esteghlal FC,free transfer,free,0.0,2021,2021/2022
Al-Faisaly FC,Guilherme,26,Forward,Right Winger,Al-Dhafra FC,free transfer,free,0.0,2021,2021/2022
Al-Faisaly FC,Hassan Al-Jubairi,25,Defence,Right-Back,Al-Tai,loan transfer,loan,0.0,2021,2021/2022
Al-Faisaly FC,Ahmed Al-Anzy,22,Midfield,Central Midfield,Al-Adalah,loan transfer,loan,0.0,2021,2021/2022
Al-Faisaly FC,Romain Amalfitano,32,Midfield,Central Midfield,Without Club,transfer,transfer,1300000.0,2021,2021/2022
Al-Fateh SC,Ali Al-Zubaidi,29,Defence,Right-Back,Al-Fayha FC,0,transfer,1300000.0,2021,2021/2022
Al-Fateh SC,Ayman Al-Khulaif,24,Forward,Left Winger,Al-Wehda,transfer,transfer,1300000.0,2021,2021/2022
Al-Fateh SC,Munther Nakhli,23,Forward,Right Winger,Al-Fayha FC,"end of loannov 1, 2021",loan,0.0,2021,2021/2022
Al-Fateh SC,Petros,32,Midfield,Defensive Midfield,Without Club,transfer,transfer,1300000.0,2021,2021/2022
Al-Fateh SC,Khalifah Al-Dawsari,23,Defence,Centre-Back,Al-Hilal FC,loan transfer,loan,0.0,2021,2021/2022
Al-Fateh SC,Gustav Wikheim,28,Forward,Left Winger,Djurgården,free transfer,free,0.0,2021,2021/2022
Al-Fateh SC,Mohammad Al-Bariah,28,Goalkeeper,Goalkeeper,Al-Adalah,transfer,transfer,1300000.0,2021,2021/2022
Al-Fateh SC,Ali Al-Zaqan,30,Defence,Right-Back,Al-Fayha FC,transfer,transfer,1300000.0,2021,2021/2022
Al-Fayha FC,Aleksandar Trajkovski,29,Forward,Left Winger,RCD Mallorca,free transfer,free,0.0,2021,2021/2022
Al-Fayha FC,Ali Al-Zaqan,30,Defence,Right-Back,Al-Fateh,transfer,transfer,1300000.0,2021,2021/2022
Al-Fayha FC,Ali Al-Namer,30,Midfield,Attacking Midfield,Al-Taawoun,transfer,transfer,1300000.0,2021,2021/2022
Al-Fayha FC,Mohammed Abusabaan,32,Midfield,Defensive Midfield,Al-Taawoun,transfer,transfer,1300000.0,2021,2021/2022
Al-Fayha FC,Faisal Al-Masrahi,29,Goalkeeper,Goalkeeper,Al-Qadsiah FC,transfer,transfer,1300000.0,2021,2021/2022
Al-Fayha FC,Malik Al-Abdulmonem,24,Forward,Centre-Forward,Al-Taawoun,transfer,transfer,1300000.0,2021,2021/2022
Al-Fayha FC,Ali Al-Zubaidi,29,Defence,Right-Back,Al-Fateh,0,transfer,1300000.0,2021,2021/2022
Al-Fayha FC,Sager Otayf,31,Midfield,Attacking Midfield,Al-Qadsiah FC,transfer,transfer,1300000.0,2021,2021/2022
Al-Fayha FC,John Boye,34,Defence,Centre-Back,Without Club,transfer,transfer,1300000.0,2021,2021/2022
Al-Fayha FC,Ibrahim Al-Harbi,26,Forward,Right Winger,Al-Jabalain,loan transfer,loan,0.0,2021,2021/2022
Al-Fayha FC,Munther Nakhli,23,Forward,Right Winger,Al-Fateh,"end of loannov 1, 2021",loan,0.0,2021,2021/2022
Al-Fayha FC,Fernando Andrade,28,Forward,Left Winger,FC Porto,"end of loanjan 1, 2022",loan,0.0,2021,2021/2022
Al-Fayha FC,Malik Al-Abdulmonem,24,Forward,Centre-Forward,Al-Taawoun,"end of loanjan 29, 2022",loan,0.0,2021,2021/2022
Al-Hazem SC,Abdelilah Hafidi,29,Midfield,Attacking Midfield,Raja Casablanca,€670k,transfer,670000.0,2021,2021/2022
Al-Hazem SC,Mohammed Al-Sahlawi,34,Forward,Centre-Forward,Muaither SC,free transfer,free,0.0,2021,2021/2022
Al-Hazem SC,Luka Stojanovic,28,Midfield,Attacking Midfield,Chicago,free transfer,free,0.0,2021,2021/2022
Al-Hazem SC,Naoufel Zerhouni,26,Forward,Right Winger,FUS Rabat,transfer,transfer,1300000.0,2021,2021/2022
Al-Hazem SC,Ezekiel Henty,28,Forward,Centre-Forward,Slo. Bratislava,loan transfer,loan,0.0,2021,2021/2022
Al-Hazem SC,Osama Al-Khalaf,25,Defence,Right-Back,Al-Nasr SC,loan transfer,loan,0.0,2021,2021/2022
Al-Hazem SC,Habib Al-Wutaian,25,Goalkeeper,Goalkeeper,Al-Hilal FC,loan transfer,loan,0.0,2021,2021/2022
Al-Hazem SC,Saleh Al-Harthi,26,Midfield,Central Midfield,Al-Okhdood,loan transfer,loan,0.0,2021,2021/2022
Al-Hazem SC,Abdulrahman Al-Rio,27,Defence,Left-Back,Damac FC,loan transfer,loan,0.0,2021,2021/2022
Al-Hazem SC,Pato,30,Forward,Centre-Forward,Al-Wehda,free transfer,free,0.0,2021,2021/2022
Al-Hazem SC,Karim Yoda,33,Forward,Right Winger,Al-Wehda,free transfer,free,0.0,2021,2021/2022
Al-Hazem SC,Tiago Rodrigues,30,Midfield,Attacking Midfield,Ufa,free transfer,free,0.0,2021,2021/2022
Al-Hazem SC,Mohammed Rharsalla,28,Forward,Left Winger,Al-Qadsiah FC,free transfer,free,0.0,2021,2021/2022
Al-Hazem SC,Masoud Bakheet,29,Defence,Right-Back,Ohod Club,transfer,transfer,1300000.0,2021,2021/2022
Al-Hazem SC,Ibrahima Tandia,28,Forward,Left Winger,Al-Adalah,transfer,transfer,1300000.0,2021,2021/2022
Al-Hazem SC,Carlos Strandberg,25,Forward,Centre-Forward,Al-Sailiya SC,transfer,transfer,1300000.0,2021,2021/2022
Al-Hazem SC,Majed Al-Ghamdi,23,Goalkeeper,Goalkeeper,Al-Jeel,loan transfer,loan,0.0,2021,2021/2022
Al-Hazem SC,Malik Asselah,35,Goalkeeper,Goalkeeper,Without Club,transfer,transfer,1300000.0,2021,2021/2022
Al-Hazem SC,Mohammad Bassas,23,Defence,Centre-Back,Al-Ahli SC,"end of loanjan 9, 2022",loan,0.0,2021,2021/2022
Al-Hilal SFC,Michael,25,Forward,Left Winger,Flamengo,€7.60m,transfer,7600000.0,2021,2021/2022
Al-Hilal SFC,Odion Ighalo,32,Forward,Centre-Forward,Al-Shabab SC,€2.90m,transfer,2900000.0,2021,2021/2022
Al-Hilal SFC,Abdulelah Al-Malki,27,Midfield,Defensive Midfield,Ittihad Club,€1.65m,transfer,1650000.0,2021,2021/2022
Al-Hilal SFC,Mohammed Al-Owais,30,Goalkeeper,Goalkeeper,Al-Ahli SC,€1.30m,transfer,1300000.0,2021,2021/2022
Al-Hilal SFC,Saud Abdulhamid,22,Defence,Right-Back,Ittihad Club,free transfer,free,0.0,2021,2021/2022
Al-Hilal SFC,Abdulrahman Al-Obaid,28,Defence,Left-Back,Al-Nasr SC,free transfer,free,0.0,2021,2021/2022
Al-Hilal SFC,Madallah Al-Olayan,27,Defence,Right-Back,Ittihad Club,free transfer,free,0.0,2021,2021/2022
Al-Hilal SFC,Bafétimbi Gomis,36,Forward,Centre-Forward,Galatasaray,free transfer,free,0.0,2021,2021/2022
Al-Hilal SFC,Mohammed Al-Waked,30,Goalkeeper,Goalkeeper,Al-Jabalain,transfer,transfer,1300000.0,2021,2021/2022
Al-Hilal SFC,Luciano Vietto,28,Forward,Centre-Forward,Al-Shabab SC,loan transfer,loan,0.0,2021,2021/2022
Al-Hilal SFC,Habib Al-Wutaian,25,Goalkeeper,Goalkeeper,Al-Hazem,loan transfer,loan,0.0,2021,2021/2022
Al-Hilal SFC,Amiri Kurdi,30,Defence,Right-Back,Without Club,transfer,transfer,1300000.0,2021,2021/2022
Al-Hilal SFC,Khalifah Al-Dawsari,23,Defence,Centre-Back,Al-Fateh,loan transfer,loan,0.0,2021,2021/2022
Ittihad Club,Abderrazak Hamdallah,31,Forward,Centre-Forward,Al-Nasr SC,free transfer,free,0.0,2021,2021/2022
Ittihad Club,Madallah Al-Olayan,27,Defence,Right-Back,Al-Hilal FC,free transfer,free,0.0,2021,2021/2022
Ittihad Club,André André,32,Midfield,Central Midfield,Vit. Guimarães,loan transfer,loan,0.0,2021,2021/2022
Ittihad Club,Abdulelah Al-Malki,27,Midfield,Defensive Midfield,Al-Hilal FC,€1.65m,transfer,1650000.0,2021,2021/2022
Ittihad Club,Leonardo Gil,30,Midfield,Attacking Midfield,Colo Colo,€1.00m,transfer,1000000.0,2021,2021/2022
Ittihad Club,Saud Abdulhamid,22,Defence,Right-Back,Al-Hilal FC,free transfer,free,0.0,2021,2021/2022
Ittihad Club,Abdulrahman Al-Yami,24,Forward,Centre-Forward,Damac FC,free transfer,free,0.0,2021,2021/2022
Ittihad Club,Karim El Ahmadi,37,Midfield,Defensive Midfield,Retired,retired,retired,0.0,2021,2021/2022
Ittihad Club,Youssoufou Niakaté,29,Forward,Centre-Forward,Al-Wehda,"end of loanjan 14, 2022",loan,0.0,2021,2021/2022
Al-Nassr FC,Jonathan Rodríguez,28,Forward,Centre-Forward,CD Cruz Azul,€5.29m,transfer,5290000.0,2021,2021/2022
Al-Nassr FC,Osama Al-Khalaf,25,Defence,Right-Back,Al-Tai,"end of loanjan 5, 2022",loan,0.0,2021,2021/2022
Al-Nassr FC,Abderrazak Hamdallah,31,Forward,Centre-Forward,Ittihad Club,free transfer,free,0.0,2021,2021/2022
Al-Nassr FC,Abdulrahman Al-Obaid,28,Defence,Left-Back,Al-Hilal FC,free transfer,free,0.0,2021,2021/2022
Al-Nassr FC,Messari Al-Mashhari,20,Midfield,Central Midfield,Olympiacos B,transfer,transfer,1300000.0,2021,2021/2022
Al-Nassr FC,Ayman Yahya,20,Forward,Right Winger,Al-Ahli SC,loan transfer,loan,0.0,2021,2021/2022
Al-Nassr FC,Osama Al-Khalaf,25,Defence,Right-Back,Al-Hazem,loan transfer,loan,0.0,2021,2021/2022
Al-Nassr FC,Mukhtar Ali,24,Midfield,Defensive Midfield,Al-Tai,loan transfer,loan,0.0,2021,2021/2022
Al-Nassr FC,Nawaf Al-Aqidi,21,Goalkeeper,Goalkeeper,Al-Tai,loan transfer,loan,0.0,2021,2021/2022
Al-Raed SFC,Rakan Al-Dosari,19,Forward,Attack,Unknown,transfer,transfer,1300000.0,2021,2021/2022
Al-Raed SFC,Abdullah Al-Mogren,25,Forward,Centre-Forward,Al-Ahli SC,transfer,transfer,1300000.0,2021,2021/2022
Al-Raed SFC,Jaber Issa,24,Midfield,Defensive Midfield,FC Van,transfer,transfer,1300000.0,2021,2021/2022
Al-Raed SFC,Fahad Al-Suyayfy,21,Defence,Left-Back,Al-Jandal SC,loan transfer,loan,0.0,2021,2021/2022
Al-Shabab FC,Iago Santos,29,Defence,Centre-Back,Al-Taawoun,€1.35m,transfer,1350000.0,2021,2021/2022
Al-Shabab FC,Ammar Al-Najjar,23,Forward,Right Winger,Abha Club,€33k,transfer,33000.0,2021,2021/2022
Al-Shabab FC,John Mary,28,Forward,Centre-Forward,SZ FC,free transfer,free,0.0,2021,2021/2022
Al-Shabab FC,Luciano Vietto,28,Forward,Centre-Forward,Al-Hilal FC,loan transfer,loan,0.0,2021,2021/2022
Al-Shabab FC,Odion Ighalo,32,Forward,Centre-Forward,Al-Hilal FC,€2.90m,transfer,2900000.0,2021,2021/2022
Al-Shabab FC,Ali Majrashi,22,Defence,Right-Back,Al-Ahli SC,€720k,transfer,720000.0,2021,2021/2022
Al-Shabab FC,Abdullah Al-Zoari,34,Defence,Centre-Back,Abha Club,free transfer,free,0.0,2021,2021/2022
Al-Shabab FC,Kahlid Al-Dubaysh,23,Defence,Left-Back,Damac FC,free transfer,free,0.0,2021,2021/2022
Al-Shabab FC,Igor Lichnovsky,27,Defence,Centre-Back,Tigres UANL,transfer,transfer,1300000.0,2021,2021/2022
Al-Shabab FC,Jamal Bajandooh,29,Midfield,Defensive Midfield,Al-Tai,loan transfer,loan,0.0,2021,2021/2022
Al-Shabab FC,Sebá,29,Forward,Left Winger,Without Club,transfer,transfer,1300000.0,2021,2021/2022
Al-Taawoun FC,Aschraf El Mahdioui,25,Midfield,Defensive Midfield,Wisla Kraków,€2.40m,transfer,2400000.0,2021,2021/2022
Al-Taawoun FC,Mostafa Fathi,27,Forward,Right Winger,Zamalek,€886k,transfer,886000.0,2021,2021/2022
Al-Taawoun FC,Hazaa Al-Hazaa,30,Forward,Centre-Forward,Al-Ettifaq,loan fee:€240k,loan,240000.0,2021,2021/2022
Al-Taawoun FC,Álvaro Medrán,27,Midfield,Central Midfield,Chicago,free transfer,free,0.0,2021,2021/2022
Al-Taawoun FC,Zé Luís,31,Forward,Centre-Forward,Loko Moscow,free transfer,free,0.0,2021,2021/2022
Al-Taawoun FC,Motaz Hawsawi,29,Defence,Centre-Back,Al-Ahli SC,transfer,transfer,1300000.0,2021,2021/2022
Al-Taawoun FC,Christian Luyindama,28,Defence,Centre-Back,Galatasaray,loan transfer,loan,0.0,2021,2021/2022
Al-Taawoun FC,Malik Al-Abdulmonem,24,Forward,Centre-Forward,Al-Fayha FC,"end of loanjan 29, 2022",loan,0.0,2021,2021/2022
Al-Taawoun FC,Iago Santos,29,Defence,Centre-Back,Al-Shabab SC,€1.35m,transfer,1350000.0,2021,2021/2022
Al-Taawoun FC,Sandro Manoel,33,Midfield,Defensive Midfield,Al-Ahli SC,free transfer,free,0.0,2021,2021/2022
Al-Taawoun FC,Ahmed Asiri,30,Defence,Centre-Back,Al-Faisaly FC,free transfer,free,0.0,2021,2021/2022
Al-Taawoun FC,Luvannor,31,Forward,Left Winger,Cruzeiro,free transfer,free,0.0,2021,2021/2022
Al-Taawoun FC,Cédric Amissi,31,Midfield,Defensive Midfield,Al-Qadsiah FC,free transfer,free,0.0,2021,2021/2022
Al-Taawoun FC,Malik Al-Abdulmonem,24,Forward,Centre-Forward,Al-Fayha FC,transfer,transfer,1300000.0,2021,2021/2022
Al-Taawoun FC,Mohammed Abusabaan,32,Midfield,Defensive Midfield,Al-Fayha FC,transfer,transfer,1300000.0,2021,2021/2022
Al-Taawoun FC,Ali Al-Namer,30,Midfield,Attacking Midfield,Al-Fayha FC,transfer,transfer,1300000.0,2021,2021/2022
Al-Taawoun FC,Hamdan Al-Ruwaili,26,Defence,Right-Back,Al-Orobah FC,transfer,transfer,1300000.0,2021,2021/2022
Al-Tai FC,Collins Fai,29,Defence,Right-Back,Standard Liège,€300k,transfer,300000.0,2021,2021/2022
Al-Tai FC,Hassan Al-Jubairi,25,Defence,Right-Back,Al-Faisaly FC,loan transfer,loan,0.0,2021,2021/2022
Al-Tai FC,Jamal Bajandooh,29,Midfield,Defensive Midfield,Al-Shabab SC,loan transfer,loan,0.0,2021,2021/2022
Al-Tai FC,Tobías Figueroa,29,Forward,Centre-Forward,Antofagasta,loan transfer,loan,0.0,2021,2021/2022
Al-Tai FC,Mukhtar Ali,24,Midfield,Defensive Midfield,Al-Nasr SC,loan transfer,loan,0.0,2021,2021/2022
Al-Tai FC,Rayan Hamed,19,Defence,Right-Back,Al-Ahli SC,loan transfer,loan,0.0,2021,2021/2022
Al-Tai FC,Abdullah Hassoun,24,Defence,Right-Back,Al-Ahli SC,loan transfer,loan,0.0,2021,2021/2022
Al-Tai FC,Nawaf Al-Aqidi,21,Goalkeeper,Goalkeeper,Al-Nasr SC,loan transfer,loan,0.0,2021,2021/2022
Al-Tai FC,Martin Lukov,28,Goalkeeper,Goalkeeper,Arda Kardzhali,free transfer,free,0.0,2021,2021/2022
Al-Tai FC,Lucas,29,Defence,Centre-Back,PAS Lamia,free transfer,free,0.0,2021,2021/2022
Al-Tai FC,Imran Ilyas Bakur Adam,26,Defence,Left-Back,Al-Lewaa Club,transfer,transfer,1300000.0,2021,2021/2022
Al-Tai FC,Osama Al-Khalaf,25,Defence,Right-Back,Al-Nasr SC,"end of loanjan 5, 2022",loan,0.0,2021,2021/2022
Damac FC,Abdulrahman Al-Yami,24,Forward,Centre-Forward,Ittihad Club,free transfer,free,0.0,2021,2021/2022
Damac FC,Kahlid Al-Dubaysh,23,Defence,Left-Back,Al-Shabab SC,free transfer,free,0.0,2021,2021/2022
Damac FC,Nono,28,Midfield,Central Midfield,Honvéd,transfer,transfer,1300000.0,2021,2021/2022
Damac FC,Domagoj Antolic,31,Midfield,Central Midfield,Without Club,transfer,transfer,1300000.0,2021,2021/2022
Damac FC,Mijo Caktas,29,Midfield,Attacking Midfield,NK Osijek,free transfer,free,0.0,2021,2021/2022
Damac FC,Abdullah Khatab,27,Forward,Centre-Forward,Al-Jabalain,transfer,transfer,1300000.0,2021,2021/2022
Damac FC,Ramzi Solan,23,Forward,Centre-Forward,Al-Nahdah FC,loan transfer,loan,0.0,2021,2021/2022
Damac FC,Filipe Augusto,28,Midfield,Defensive Midfield,Without Club,transfer,transfer,1300000.0,2021,2021/2022
Damac FC,Abdulrahman Al-Rio,27,Defence,Left-Back,Al-Hazem,loan transfer,loan,0.0,2021,2021/2022
Al-Hilal SFC,Fawaz Al-Torais,25,Forward,Left Winger,Al-Fayha FC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Hilal SFC,Mohammed Al-Khaibari,20,Defence,Centre-Back,Al-Hilal FC,transfer,transfer,1300000.0,2022,2022/2023
Al-Hilal SFC,Turki Al-Mutairi,21,Forward,Centre-Forward,Al-Hilal FC,transfer,transfer,1300000.0,2022,2022/2023
Al-Hilal SFC,Mansour Al-Bishi,22,Midfield,Central Midfield,Al-Raed,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Hilal SFC,Turki Al-Mutairi,21,Forward,Centre-Forward,Al-Batin,"end of loanaug 26, 2022",loan,0.0,2022,2022/2023
Al-Hilal SFC,Nawaf Al-Ghamdi,23,Goalkeeper,Goalkeeper,Shoalah,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Hilal SFC,Hamad Al-Abdan,22,Midfield,Attacking Midfield,Al-Hazem,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Hilal SFC,Khalifah Al-Dawsari,23,Defence,Centre-Back,Al-Fateh,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Hilal SFC,Habib Al-Wutaian,25,Goalkeeper,Goalkeeper,Al-Hazem,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Hilal SFC,Luciano Vietto,28,Forward,Centre-Forward,Al-Shabab SC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Hilal SFC,Abdullah Al-Bishi,21,Goalkeeper,Goalkeeper,Without Club,free transfer,free,0.0,2022,2022/2023
Al-Hilal SFC,Abdullah Al-Jadani,31,Goalkeeper,Goalkeeper,Ittihad Club,free transfer,free,0.0,2022,2022/2023
Al-Hilal SFC,Mansour Al-Bishi,22,Midfield,Central Midfield,Al-Raed,transfer,transfer,1300000.0,2022,2022/2023
Al-Hilal SFC,Abdullah Radif,19,Forward,Centre-Forward,Al-Taawoun,loan transfer,loan,0.0,2022,2022/2023
Al-Hilal SFC,Abdulrahman Al-Obaid,29,Defence,Left-Back,Al-Ettifaq,loan transfer,loan,0.0,2022,2022/2023
Al-Hilal SFC,Saad Al-Nasser,21,Midfield,Attacking Midfield,Al-Taawoun,loan transfer,loan,0.0,2022,2022/2023
Al-Hilal SFC,Fawaz Al-Torais,25,Forward,Left Winger,Al-Adalah,loan transfer,loan,0.0,2022,2022/2023
Al-Hilal SFC,Hamad Al-Abdan,22,Midfield,Attacking Midfield,Khaleej,loan transfer,loan,0.0,2022,2022/2023
Al-Hilal SFC,Turki Al-Mutairi,21,Forward,Centre-Forward,Al-Batin,loan transfer,loan,0.0,2022,2022/2023
Al-Hilal SFC,Nawaf Al-Ghamdi,23,Goalkeeper,Goalkeeper,Without Club,transfer,transfer,1300000.0,2022,2022/2023
Al-Hilal SFC,Turki Al-Mutairi,21,Forward,Centre-Forward,Al-Taawoun,loan transfer,loan,0.0,2022,2022/2023
Ittihad Club,Hélder Costa,28,Forward,Right Winger,Leeds,loan fee:€4.80m,loan,4800000.0,2022,2022/2023
Ittihad Club,Ahmed Bamsaud,26,Defence,Left-Back,Al-Fayha FC,€1.60m,transfer,1600000.0,2022,2022/2023
Ittihad Club,Mohammed Al-Saiari,29,Forward,Centre-Forward,Al-Faisaly FC,€665k,transfer,665000.0,2022,2022/2023
Ittihad Club,Zakaria Hawsawi,21,Defence,Left-Back,Ohod Club,loan fee:€480k,loan,480000.0,2022,2022/2023
Ittihad Club,Abdullah Al-Jadani,31,Goalkeeper,Goalkeeper,Al-Hilal FC,free transfer,free,0.0,2022,2022/2023
Ittihad Club,Tarek Hamed,33,Midfield,Defensive Midfield,Zamalek,free transfer,free,0.0,2022,2022/2023
Ittihad Club,Ahmed Sharahili,28,Defence,Centre-Back,Al-Shabab SC,free transfer,free,0.0,2022,2022/2023
Ittihad Club,Saleh Al-Ohaymid,24,Goalkeeper,Goalkeeper,Al-Nasr SC,transfer,transfer,1300000.0,2022,2022/2023
Ittihad Club,Sultan Al-Sulayi,20,Defence,Defence,Ittihad Club,transfer,transfer,1300000.0,2022,2022/2023
Ittihad Club,Nour El Din El Bahar,18,Midfield,Attacking Midfield,Ittihad Club,transfer,transfer,1300000.0,2022,2022/2023
Ittihad Club,Marwan Al-Sahafi,18,Midfield,Attacking Midfield,Ittihad Club,transfer,transfer,1300000.0,2022,2022/2023
Ittihad Club,Abdulaziz Al-Aryani,26,Forward,Centre-Forward,Al-Batin,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Ittihad Club,Hassan Al-Asmari,20,Defence,Right-Back,Najran SC,"end of loanjun 30, 2023",loan,0.0,2022,2022/2023
Ittihad Club,Aseel Abed,22,Defence,Centre-Back,UD Melilla,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Ittihad Club,Leonardo Gil,30,Midfield,Attacking Midfield,Colo Colo,"end of loandec 31, 2021",loan,0.0,2022,2022/2023
Ittihad Club,Mohammed Al-Oufi,20,Defence,Left-Back,Al-Adalah,loan fee:€80k,loan,80000.0,2022,2022/2023
Ittihad Club,Abdulaziz Al-Jebreen,32,Midfield,Defensive Midfield,Al-Batin,free transfer,free,0.0,2022,2022/2023
Ittihad Club,Abdulmohsin Fallatah,28,Defence,Centre-Back,Al-Tai,free transfer,free,0.0,2022,2022/2023
Ittihad Club,Ziyad Al-Sahafi,27,Defence,Centre-Back,Al-Taawoun,loan transfer,loan,0.0,2022,2022/2023
Ittihad Club,Aseel Abed,22,Defence,Centre-Back,Al-Okhdood,loan transfer,loan,0.0,2022,2022/2023
Ittihad Club,Abdulaziz Al-Aryani,26,Forward,Centre-Forward,Al-Riyadh SC,transfer,transfer,1300000.0,2022,2022/2023
Ittihad Club,Rakan Al-Najar,27,Goalkeeper,Goalkeeper,Al-Riyadh SC,transfer,transfer,1300000.0,2022,2022/2023
Ittihad Club,Khaled Al-Sumairi,25,Midfield,Defensive Midfield,Khaleej,loan transfer,loan,0.0,2022,2022/2023
Ittihad Club,Hazim Al-Zahrani,23,Defence,Left-Back,Khaleej,loan transfer,loan,0.0,2022,2022/2023
Ittihad Club,Hassan Al-Asmari,19,Defence,Right-Back,Najran SC,loan transfer,loan,0.0,2022,2022/2023
Ittihad Club,Fahad Al-Muwallad,27,Forward,Right Winger,Ban,transfer,transfer,1300000.0,2022,2022/2023
Ittihad Club,André André,32,Midfield,Central Midfield,Vit. Guimarães,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Ittihad Club,Abdullah Al-Hafith,29,Defence,Centre-Back,Al-Wehda,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Nassr FC,Abdulrahman Ghareeb,25,Forward,Left Winger,Al-Ahli SC,€5.25m,transfer,5250000.0,2022,2022/2023
Al-Nassr FC,Álvaro González,32,Defence,Centre-Back,Marseille,free transfer,free,0.0,2022,2022/2023
Al-Nassr FC,Luiz Gustavo,35,Midfield,Defensive Midfield,Fenerbahce,free transfer,free,0.0,2022,2022/2023
Al-Nassr FC,David Ospina,33,Goalkeeper,Goalkeeper,SSC Napoli,free transfer,free,0.0,2022,2022/2023
Al-Nassr FC,Ghislain Konan,26,Defence,Left-Back,Stade Reims,free transfer,free,0.0,2022,2022/2023
Al-Nassr FC,Jin-su Kim,30,Defence,Left-Back,Jeonbuk Hyundai,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Nassr FC,Mukhtar Ali,24,Midfield,Defensive Midfield,Al-Tai,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Nassr FC,Osama Al-Khalaf,25,Defence,Right-Back,Al-Hazem,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Nassr FC,Ayman Yahya,21,Forward,Right Winger,Al-Ahli SC,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Nassr FC,Waleed Al-Anezi,25,Goalkeeper,Goalkeeper,Al-Fateh,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Nassr FC,Khaled Al-Ghawainem,23,Midfield,Central Midfield,Shoalah,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Nassr FC,Nawaf Al-Aqidi,22,Goalkeeper,Goalkeeper,Al-Tai,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Nassr FC,Mohammed Maran,21,Forward,Centre-Forward,Al-Tai,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Nassr FC,Abdullah Al-Shanqiti,23,Defence,Centre-Back,Al-Raed,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
Al-Nassr FC,Abdulaziz Al-Alawi,25,Defence,Left-Back,Al-Batin,"end of loanmay 4, 2022",loan,0.0,2022,2022/2023
Al-Nassr FC,Jonathan Rodríguez,28,Forward,Centre-Forward,América,€5.45m,transfer,5450000.0,2022,2022/2023
Al-Nassr FC,Ramiro Funes Mori,31,Defence,Centre-Back,CD Cruz Azul,€1.50m,transfer,1500000.0,2022,2022/2023
Al-Nassr FC,Osama Al-Khalaf,25,Defence,Right-Back,Al-Fayha FC,€266k,transfer,266000.0,2022,2022/2023
Al-Nassr FC,Abdullah Al-Shanqiti,23,Defence,Centre-Back,Khaleej,free transfer,free,0.0,2022,2022/2023
Al-Nassr FC,Waleed Al-Anezi,26,Goalkeeper,Goalkeeper,Al-Fateh,free transfer,free,0.0,2022,2022/2023
Al-Nassr FC,Khalid Al-Shuwayyi,26,Defence,Defence,Al-Riyadh SC,free transfer,free,0.0,2022,2022/2023
Al-Nassr FC,Mukhtar Ali,24,Midfield,Defensive Midfield,Al-Tai,loan transfer,loan,0.0,2022,2022/2023
Al-Nassr FC,Khaled Al-Ghawainem,23,Midfield,Central Midfield,Ohod Club,transfer,transfer,1300000.0,2022,2022/2023
Al-Nassr FC,Saleh Al-Ohaymid,24,Goalkeeper,Goalkeeper,Ittihad Club,transfer,transfer,1300000.0,2022,2022/2023
Al-Nassr FC,Abdulkareem Ali Al-Muziel,22,Defence,Right-Back,Al-Batin,transfer,transfer,1300000.0,2022,2022/2023
Al-Nassr FC,Jin-su Kim,30,Defence,Left-Back,Jeonbuk Hyundai,loan transfer,loan,0.0,2022,2022/2023
Al-Nassr FC,Khalil Al-Absi,21,Forward,Left Winger,Al-Tai,loan transfer,loan,0.0,2022,2022/2023
Al-Nassr FC,Raed Ozaybi,20,Goalkeeper,Goalkeeper,Al-Faisaly FC,loan transfer,loan,0.0,2022,2022/2023
Al-Nassr FC,Abdulfattah Adam,27,Forward,Centre-Forward,Abha Club,loan transfer,loan,0.0,2022,2022/2023
Al-Nassr FC,Mohammed Qasem,27,Defence,Left-Back,Al-Nasr SC,transfer,transfer,1300000.0,2022,2022/2023
Al-Nassr FC,Anselmo,33,Midfield,Defensive Midfield,Al-Wehda,"end of loanjun 30, 2022",loan,0.0,2022,2022/2023
